SubscriptionId,Number,PlanID,CustomerID,Status,StartDate,NextBillingAt,RenewalDate,EndDate,IsAutoCollection,CreatedOn,EndAction,TotalTermAmount
1772,copy-of-test-plantestam-1772,133,160,Expired,2025-02-24 00:00:00.000,NULL,NULL,2025-04-23 00:00:00.000,0,2025-02-24 04:19:49.263,1,0.00
1773,copy-of-test-plantestam-1773,133,142,Expired,2025-02-24 00:00:00.000,NULL,NULL,2025-04-23 00:00:00.000,0,2025-02-24 04:19:49.260,1,0.00
1774,copy-of-test-plantestam-1774,133,160,Expired,2025-02-24 00:00:00.000,NULL,NULL,2025-04-23 00:00:00.000,0,2025-02-24 04:21:58.803,1,0.00
1775,copy-of-test-plantestam-1775,133,160,Expired,2025-02-24 00:00:00.000,NULL,NULL,2025-04-23 00:00:00.000,0,2025-02-24 04:21:58.800,1,0.00
1776,copy-of-test-plantestam-1776,133,142,Expired,2025-02-24 00:00:00.000,NULL,NULL,2025-04-23 00:00:00.000,0,2025-02-24 04:21:58.807,1,0.00
1777,copy-of-test-plantestam-1777,133,107,Expired,2025-02-24 00:00:00.000,NULL,NULL,2025-04-23 00:00:00.000,0,2025-02-24 04:21:58.850,1,0.00
1778,copy-of-test-plantestam-1778,133,142,Expired,2025-02-24 00:00:00.000,NULL,NULL,2025-04-23 00:00:00.000,0,2025-02-24 04:21:58.827,1,0.00
1779,copy-of-test-plantestam-1779,133,160,Expired,2025-02-24 00:00:00.000,NULL,NULL,2025-04-23 00:00:00.000,0,2025-02-24 04:21:58.820,1,0.00
1780,copy-of-test-plantestam-1780,133,107,Expired,2025-02-24 00:00:00.000,NULL,NULL,2025-04-23 00:00:00.000,0,2025-02-24 04:21:58.823,1,0.00
1781,copy-of-test-plantestam-1781,133,142,Expired,2025-02-24 00:00:00.000,NULL,NULL,2025-04-23 00:00:00.000,0,2025-02-24 04:21:58.863,1,0.00
1782,copy-of-test-plantestam-1782,133,107,Expired,2025-02-24 00:00:00.000,NULL,NULL,2025-04-23 00:00:00.000,0,2025-02-24 04:21:58.857,1,0.00
1783,datta-copies-2-1783,126,186,Expired,2025-02-24 00:00:00.000,NULL,NULL,2025-04-23 00:00:00.000,1,2025-02-24 04:22:22.487,1,33.00
1784,datta-copies-2-1784,126,186,Expired,2025-02-24 00:00:00.000,NULL,NULL,2025-04-23 00:00:00.000,1,2025-02-24 04:23:30.853,1,33.00
1785,copy-of-test-plantestam-1785,133,160,Expired,2025-02-24 00:00:00.000,NULL,NULL,2025-04-23 00:00:00.000,0,2025-02-24 04:23:34.220,1,0.00
1786,copy-of-test-plantestam-1786,133,160,Expired,2025-02-24 00:00:00.000,NULL,NULL,2025-04-23 00:00:00.000,0,2025-02-24 04:23:34.247,1,0.00
1787,copy-of-test-plantestam-1787,133,160,Expired,2025-02-24 00:00:00.000,NULL,NULL,2025-04-23 00:00:00.000,0,2025-02-24 04:23:34.270,1,0.00
1788,copy-of-test-plantestam-1788,133,160,Expired,2025-02-24 00:00:00.000,NULL,NULL,2025-04-23 00:00:00.000,0,2025-02-24 04:23:34.240,1,0.00
1789,copy-of-test-plantestam-1789,133,142,Expired,2025-02-24 00:00:00.000,NULL,NULL,2025-04-23 00:00:00.000,0,2025-02-24 04:23:34.247,1,0.00
1790,copy-of-test-plantestam-1790,133,160,Expired,2025-02-24 00:00:00.000,NULL,NULL,2025-04-23 00:00:00.000,0,2025-02-24 04:23:34.257,1,0.00
1791,copy-of-test-plantestam-1791,133,142,Expired,2025-02-24 00:00:00.000,NULL,NULL,2025-04-23 00:00:00.000,0,2025-02-24 04:23:34.233,1,0.00
1792,copy-of-test-plantestam-1792,133,142,Expired,2025-02-24 00:00:00.000,NULL,NULL,2025-04-23 00:00:00.000,0,2025-02-24 04:23:34.277,1,0.00
1793,copy-of-test-plantestam-1793,133,107,Expired,2025-02-24 00:00:00.000,NULL,NULL,2025-04-23 00:00:00.000,0,2025-02-24 04:23:34.253,1,0.00
1794,copy-of-test-plantestam-1794,133,142,Expired,2025-02-24 00:00:00.000,NULL,NULL,2025-04-23 00:00:00.000,0,2025-02-24 04:23:34.287,1,0.00
1795,copy-of-test-plantestam-1795,133,107,Expired,2025-02-24 00:00:00.000,NULL,NULL,2025-04-23 00:00:00.000,0,2025-02-24 04:23:34.637,1,0.00
1796,copy-of-test-plantestam-1796,133,107,Expired,2025-02-24 00:00:00.000,NULL,NULL,2025-04-23 00:00:00.000,0,2025-02-24 04:23:34.640,1,0.00
1797,copy-of-test-plantestam-1797,133,107,Expired,2025-02-24 00:00:00.000,NULL,NULL,2025-04-23 00:00:00.000,0,2025-02-24 04:23:34.640,1,0.00
1798,copy-of-test-plantestam-1798,133,142,Expired,2025-02-24 00:00:00.000,NULL,NULL,2025-04-23 00:00:00.000,0,2025-02-24 04:23:34.643,1,0.00
1799,copy-of-test-plantestam-1799,133,107,Expired,2025-02-24 00:00:00.000,NULL,NULL,2025-04-23 00:00:00.000,0,2025-02-24 04:23:34.647,1,0.00
1800,copy-of-test-plantestam-1800,133,160,Expired,2025-02-24 00:00:00.000,NULL,NULL,2025-04-23 00:00:00.000,0,2025-02-24 04:24:47.733,1,0.00
1801,copy-of-test-plantestam-1801,133,160,Expired,2025-02-24 00:00:00.000,NULL,NULL,2025-04-23 00:00:00.000,0,2025-02-24 04:24:47.733,1,0.00
1802,copy-of-test-plantestam-1802,133,160,Expired,2025-02-24 00:00:00.000,NULL,NULL,2025-04-23 00:00:00.000,0,2025-02-24 04:24:47.723,1,0.00
1803,copy-of-test-plantestam-1803,133,142,Expired,2025-02-24 00:00:00.000,NULL,NULL,2025-04-23 00:00:00.000,0,2025-02-24 04:24:47.757,1,0.00
1804,copy-of-test-plantestam-1804,133,160,Expired,2025-02-24 00:00:00.000,NULL,NULL,2025-04-23 00:00:00.000,0,2025-02-24 04:24:47.730,1,0.00
1805,copy-of-test-plantestam-1805,133,107,Expired,2025-02-24 00:00:00.000,NULL,NULL,2025-04-23 00:00:00.000,0,2025-02-24 04:24:47.760,1,0.00
1806,copy-of-test-plantestam-1806,133,142,Expired,2025-02-24 00:00:00.000,NULL,NULL,2025-04-23 00:00:00.000,0,2025-02-24 04:24:47.757,1,0.00
1807,copy-of-test-plantestam-1807,133,160,Expired,2025-02-24 00:00:00.000,NULL,NULL,2025-04-23 00:00:00.000,0,2025-02-24 04:24:47.767,1,0.00
1808,copy-of-test-plantestam-1808,133,142,Expired,2025-02-24 00:00:00.000,NULL,NULL,2025-04-23 00:00:00.000,0,2025-02-24 04:24:47.767,1,0.00
1809,copy-of-test-plantestam-1809,133,142,Expired,2025-02-24 00:00:00.000,NULL,NULL,2025-04-23 00:00:00.000,0,2025-02-24 04:24:47.760,1,0.00
1810,copy-of-test-plantestam-1810,133,107,Expired,2025-02-24 00:00:00.000,NULL,NULL,2025-04-23 00:00:00.000,0,2025-02-24 04:24:48.017,1,0.00
1811,copy-of-test-plantestam-1811,133,142,Expired,2025-02-24 00:00:00.000,NULL,NULL,2025-04-23 00:00:00.000,0,2025-02-24 04:24:48.020,1,0.00
1812,copy-of-test-plantestam-1812,133,107,Expired,2025-02-24 00:00:00.000,NULL,NULL,2025-04-23 00:00:00.000,0,2025-02-24 04:24:48.020,1,0.00
1813,copy-of-test-plantestam-1813,133,107,Expired,2025-02-24 00:00:00.000,NULL,NULL,2025-04-23 00:00:00.000,0,2025-02-24 04:24:48.020,1,0.00
1814,copy-of-test-plantestam-1814,133,107,Expired,2025-02-24 00:00:00.000,NULL,NULL,2025-04-23 00:00:00.000,0,2025-02-24 04:24:48.020,1,0.00
1815,copy-of-test-plantestam-1815,133,160,Expired,2025-02-24 00:00:00.000,NULL,NULL,2025-04-23 00:00:00.000,0,2025-02-24 04:25:32.863,1,0.00
1816,copy-of-test-plantestam-1816,133,142,Expired,2025-02-24 00:00:00.000,NULL,NULL,2025-04-23 00:00:00.000,0,2025-02-24 04:25:32.867,1,0.00
1817,copy-of-test-plantestam-1817,133,107,Expired,2025-02-24 00:00:00.000,NULL,NULL,2025-04-23 00:00:00.000,0,2025-02-24 04:25:32.867,1,0.00
1818,copy-of-test-plantestam-1818,133,160,Expired,2025-02-24 00:00:00.000,NULL,NULL,2025-04-23 00:00:00.000,0,2025-02-24 04:25:32.863,1,0.00
1819,copy-of-test-plantestam-1819,133,142,Expired,2025-02-24 00:00:00.000,NULL,NULL,2025-04-23 00:00:00.000,0,2025-02-24 04:25:32.863,1,0.00
1820,copy-of-test-plantestam-1820,133,160,Expired,2025-02-24 00:00:00.000,NULL,NULL,2025-04-23 00:00:00.000,0,2025-02-24 04:25:32.860,1,0.00
1821,copy-of-test-plantestam-1821,133,107,Expired,2025-02-24 00:00:00.000,NULL,NULL,2025-04-23 00:00:00.000,0,2025-02-24 04:25:32.860,1,0.00
1822,copy-of-test-plantestam-1822,133,142,Expired,2025-02-24 00:00:00.000,NULL,NULL,2025-04-23 00:00:00.000,0,2025-02-24 04:25:32.877,1,0.00
1823,copy-of-test-plantestam-1823,133,142,Expired,2025-02-24 00:00:00.000,NULL,NULL,2025-04-23 00:00:00.000,0,2025-02-24 04:25:32.893,1,0.00
1824,copy-of-test-plantestam-1824,133,160,Expired,2025-02-24 00:00:00.000,NULL,NULL,2025-04-23 00:00:00.000,0,2025-02-24 04:25:32.867,1,0.00
1825,copy-of-test-plantestam-1825,133,107,Expired,2025-02-24 00:00:00.000,NULL,NULL,2025-04-23 00:00:00.000,0,2025-02-24 04:25:33.207,1,0.00
1826,copy-of-test-plantestam-1826,133,107,Expired,2025-02-24 00:00:00.000,NULL,NULL,2025-04-23 00:00:00.000,0,2025-02-24 04:25:33.207,1,0.00
1827,datta-copies-2-1827,126,132,Expired,2025-02-24 00:00:00.000,NULL,NULL,2025-04-23 00:00:00.000,0,2025-02-24 04:36:04.367,1,33.00
1828,datta-copies-2-1828,126,132,Expired,2025-02-24 00:00:00.000,NULL,NULL,2025-04-23 00:00:00.000,0,2025-02-24 04:36:04.367,1,33.00
1829,datta-copies-2-1829,126,132,Expired,2025-02-24 00:00:00.000,NULL,NULL,2025-04-23 00:00:00.000,0,2025-02-24 04:36:04.367,1,33.00
1830,datta-copies-2-1830,126,132,Expired,2025-02-24 00:00:00.000,NULL,NULL,2025-04-23 00:00:00.000,0,2025-02-24 04:36:04.370,1,33.00
1831,datta-copies-2-1831,126,132,Expired,2025-02-24 00:00:00.000,NULL,NULL,2025-04-23 00:00:00.000,0,2025-02-24 04:36:04.370,1,33.00
1832,datta-copies-2-1832,126,132,Expired,2025-02-24 00:00:00.000,NULL,NULL,2025-04-23 00:00:00.000,0,2025-02-24 04:36:51.517,1,33.00
1833,datta-copies-2-1833,126,132,Expired,2025-02-24 00:00:00.000,NULL,NULL,2025-04-23 00:00:00.000,0,2025-02-24 04:36:51.520,1,33.00
1834,datta-copies-2-1834,126,132,Expired,2025-02-24 00:00:00.000,NULL,NULL,2025-04-23 00:00:00.000,0,2025-02-24 04:36:51.520,1,33.00
1835,datta-copies-2-1835,126,132,Expired,2025-02-24 00:00:00.000,NULL,NULL,2025-04-23 00:00:00.000,0,2025-02-24 04:36:51.520,1,33.00
1836,datta-copies-2-1836,126,132,Expired,2025-02-24 00:00:00.000,NULL,NULL,2025-04-23 00:00:00.000,0,2025-02-24 04:36:51.527,1,33.00
1837,copy-of-test-plantestam-1837,133,160,Expired,2025-02-24 00:00:00.000,NULL,NULL,2025-04-23 00:00:00.000,0,2025-02-24 04:38:27.850,1,0.00
1838,copy-of-test-plantestam-1838,133,142,Expired,2025-02-24 00:00:00.000,NULL,NULL,2025-04-23 00:00:00.000,0,2025-02-24 04:38:27.857,1,0.00
1839,copy-of-test-plantestam-1839,133,160,Expired,2025-02-24 00:00:00.000,NULL,NULL,2025-04-23 00:00:00.000,0,2025-02-24 04:38:27.853,1,0.00
1840,copy-of-test-plantestam-1840,133,160,Expired,2025-02-24 00:00:00.000,NULL,NULL,2025-04-23 00:00:00.000,0,2025-02-24 04:38:27.857,1,0.00
1841,copy-of-test-plantestam-1841,133,142,Expired,2025-02-24 00:00:00.000,NULL,NULL,2025-04-23 00:00:00.000,0,2025-02-24 04:38:27.867,1,0.00
1842,copy-of-test-plantestam-1842,133,142,Expired,2025-02-24 00:00:00.000,NULL,NULL,2025-04-23 00:00:00.000,0,2025-02-24 04:38:27.867,1,0.00
1843,copy-of-test-plantestam-1843,133,108,Expired,2025-02-24 00:00:00.000,NULL,NULL,2025-04-23 00:00:00.000,0,2025-02-24 04:38:27.883,1,0.00
1844,copy-of-test-plantestam-1844,133,142,Expired,2025-02-24 00:00:00.000,NULL,NULL,2025-04-23 00:00:00.000,0,2025-02-24 04:38:27.887,1,0.00
1845,copy-of-test-plantestam-1845,133,160,Expired,2025-02-24 00:00:00.000,NULL,NULL,2025-04-23 00:00:00.000,0,2025-02-24 04:38:27.913,1,0.00
1846,copy-of-test-plantestam-1846,133,108,Expired,2025-02-24 00:00:00.000,NULL,NULL,2025-04-23 00:00:00.000,0,2025-02-24 04:38:27.913,1,0.00
1847,copy-of-test-plantestam-1847,133,108,Expired,2025-02-24 00:00:00.000,NULL,NULL,2025-04-23 00:00:00.000,0,2025-02-24 04:38:28.150,1,0.00
1848,copy-of-test-plantestam-1848,133,108,Expired,2025-02-24 00:00:00.000,NULL,NULL,2025-04-23 00:00:00.000,0,2025-02-24 04:38:28.187,1,0.00
1849,copy-of-test-plantestam-1849,133,142,Expired,2025-02-24 00:00:00.000,NULL,NULL,2025-04-23 00:00:00.000,0,2025-02-24 04:38:28.190,1,0.00
1850,copy-of-test-plantestam-1850,133,108,Expired,2025-02-24 00:00:00.000,NULL,NULL,2025-04-23 00:00:00.000,0,2025-02-24 04:38:28.187,1,0.00
1851,copy-of-test-plantestam-1851,133,160,Expired,2025-02-24 00:00:00.000,NULL,NULL,2025-04-23 00:00:00.000,0,2025-02-24 04:38:28.200,1,0.00
1852,copy-of-test-plantestam-1852,133,160,Expired,2025-02-24 00:00:00.000,NULL,NULL,2025-04-23 00:00:00.000,0,2025-02-24 04:57:03.823,1,0.00
1853,copy-of-test-plantestam-1853,133,160,Expired,2025-02-24 00:00:00.000,NULL,NULL,2025-04-23 00:00:00.000,0,2025-02-24 04:57:03.847,1,0.00
1854,copy-of-test-plantestam-1854,133,142,Expired,2025-02-24 00:00:00.000,NULL,NULL,2025-04-23 00:00:00.000,0,2025-02-24 04:57:03.827,1,0.00
1855,copy-of-test-plantestam-1855,133,142,Expired,2025-02-24 00:00:00.000,NULL,NULL,2025-04-23 00:00:00.000,0,2025-02-24 04:57:03.827,1,0.00
1856,copy-of-test-plantestam-1856,133,160,Expired,2025-02-24 00:00:00.000,NULL,NULL,2025-04-23 00:00:00.000,0,2025-02-24 04:57:03.850,1,0.00
1857,copy-of-test-plantestam-1857,133,142,Expired,2025-02-24 00:00:00.000,NULL,NULL,2025-04-23 00:00:00.000,0,2025-02-24 04:57:03.830,1,0.00
1858,copy-of-test-plantestam-1858,133,109,Expired,2025-02-24 00:00:00.000,NULL,NULL,2025-04-23 00:00:00.000,0,2025-02-24 04:57:03.850,1,0.00
1859,copy-of-test-plantestam-1859,133,142,Expired,2025-02-24 00:00:00.000,NULL,NULL,2025-04-23 00:00:00.000,0,2025-02-24 04:57:03.853,1,0.00
1860,copy-of-test-plantestam-1860,133,160,Expired,2025-02-24 00:00:00.000,NULL,NULL,2025-04-23 00:00:00.000,0,2025-02-24 04:57:03.837,1,0.00
1861,copy-of-test-plantestam-1861,133,109,Expired,2025-02-24 00:00:00.000,NULL,NULL,2025-04-23 00:00:00.000,0,2025-02-24 04:57:03.883,1,0.00
1862,copy-of-test-plantestam-1862,133,109,Expired,2025-02-24 00:00:00.000,NULL,NULL,2025-04-23 00:00:00.000,0,2025-02-24 04:57:04.190,1,0.00
1863,copy-of-test-plantestam-1863,133,109,Expired,2025-02-24 00:00:00.000,NULL,NULL,2025-04-23 00:00:00.000,0,2025-02-24 04:57:04.193,1,0.00
1864,ab--1-bc-ap-on-pi-on-1864,41,16,Expired,2025-02-24 00:00:00.000,NULL,NULL,2025-03-23 00:00:00.000,1,2025-02-24 07:21:00.857,3,17.00
1865,ab--2-bc-ap-on-pi-on-1865,42,16,Expired,2025-02-24 00:00:00.000,NULL,NULL,2025-04-23 00:00:00.000,1,2025-02-24 07:23:37.443,3,27.00
1866,ab--1-bc-ap-on-pi-on-1866,41,186,Expired,2025-02-24 00:00:00.000,NULL,NULL,2025-03-23 00:00:00.000,1,2025-02-24 08:04:59.163,3,17.00
1867,ab--1-bc-ap-on-pi-off-1867,40,16,Expired,2025-02-24 00:00:00.000,NULL,NULL,2025-03-23 00:00:00.000,0,2025-02-24 08:51:30.073,3,0.00
1868,ab-plan-max-copies-10-24-02-2025-1868,136,16,Expired,2025-02-24 00:00:00.000,NULL,NULL,2025-02-24 00:00:00.000,0,2025-02-24 09:00:09.270,3,112.00
1869,ab-plan-max-copies-10-24-02-2025-1869,136,16,Expired,2025-02-24 00:00:00.000,NULL,NULL,2025-02-24 00:00:00.000,0,2025-02-24 09:31:11.860,3,100.00
1870,ab-plan-max-copies-10-24-02-2025-1870,136,229,Expired,2025-02-24 00:00:00.000,NULL,NULL,2025-02-24 00:00:00.000,0,2025-02-24 09:54:21.557,3,135.00
1871,tina-plan-1871,137,185,Expired,2025-02-24 00:00:00.000,NULL,NULL,2025-04-23 00:00:00.000,1,2025-02-24 10:10:00.643,1,40.00
1872,tina-plan-1872,137,185,Expired,2025-02-24 00:00:00.000,NULL,NULL,2025-04-23 00:00:00.000,1,2025-02-24 10:10:00.637,1,40.00
1873,ab-plan-max-copies-10-24-02-2025-1873,136,232,Expired,2025-02-24 00:00:00.000,NULL,NULL,2025-02-24 00:00:00.000,0,2025-02-24 10:13:19.800,3,135.00
1874,amit-comp-5-1874,70,142,Active,2025-02-24 00:00:00.000,NULL,2025-06-24 00:00:00.000,2025-10-23 00:00:00.000,0,2025-02-24 10:14:18.353,1,0.00
1875,amit-comp-5-1875,70,142,Active,2025-02-24 00:00:00.000,NULL,2025-06-24 00:00:00.000,2025-10-23 00:00:00.000,0,2025-02-24 10:14:18.357,1,0.00
1876,amit-comp-5-1876,70,142,Active,2025-02-24 00:00:00.000,NULL,2025-06-24 00:00:00.000,2025-10-23 00:00:00.000,0,2025-02-24 10:14:18.357,1,0.00
1877,amit-comp-5-1877,70,142,Active,2025-02-24 00:00:00.000,NULL,2025-06-24 00:00:00.000,2025-10-23 00:00:00.000,0,2025-02-24 10:14:18.380,1,0.00
1878,tina-plan-1878,137,42,Expired,2025-02-24 00:00:00.000,NULL,NULL,2025-04-23 00:00:00.000,1,2025-02-24 10:19:22.223,1,40.00
1879,tina-plan-1879,137,42,Expired,2025-02-24 00:00:00.000,NULL,NULL,2025-04-23 00:00:00.000,1,2025-02-24 10:19:22.223,1,40.00
1880,tina-plan-1880,137,42,Expired,2025-02-24 00:00:00.000,NULL,NULL,2025-04-23 00:00:00.000,1,2025-02-24 10:21:30.187,1,40.00
1881,tina-plan-1881,137,42,Expired,2025-02-24 00:00:00.000,NULL,NULL,2025-04-23 00:00:00.000,1,2025-02-24 10:21:30.183,1,40.00
1882,tina-plan-1882,137,42,Expired,2025-02-24 00:00:00.000,NULL,NULL,2025-04-23 00:00:00.000,1,2025-02-24 10:21:30.187,1,40.00
1883,tina-plan-1883,137,42,Expired,2025-02-24 00:00:00.000,NULL,NULL,2025-04-23 00:00:00.000,1,2025-02-24 10:21:30.197,1,40.00
1884,tannex-part-2-1884,132,213,Expired,2025-02-24 00:00:00.000,NULL,NULL,2025-02-24 00:00:00.000,1,2025-02-24 10:44:14.487,3,12.00
1885,tannex-part-2-1885,132,213,Expired,2025-02-24 00:00:00.000,NULL,NULL,2025-02-24 00:00:00.000,1,2025-02-24 10:44:14.347,3,12.00
1886,tannex-part-2-1886,132,213,Expired,2025-02-24 00:00:00.000,NULL,NULL,2025-02-24 00:00:00.000,1,2025-02-24 10:44:14.587,3,12.00
1887,tannex-1887,127,233,Expired,2025-02-24 00:00:00.000,NULL,NULL,2025-02-25 00:00:00.000,1,2025-02-24 12:08:21.853,1,12.00
1888,tannex-1888,127,233,Expired,2025-02-24 00:00:00.000,NULL,NULL,2025-02-25 00:00:00.000,1,2025-02-24 12:08:21.890,1,12.00
1889,tannex-1889,127,233,Expired,2025-02-24 00:00:00.000,NULL,NULL,2025-02-25 00:00:00.000,1,2025-02-24 12:08:21.843,1,12.00
1890,tannex-1890,127,233,Expired,2025-02-24 00:00:00.000,NULL,NULL,2025-02-25 00:00:00.000,1,2025-02-24 12:08:21.847,1,12.00
1891,tannex-1891,127,233,Expired,2025-02-24 00:00:00.000,NULL,NULL,2025-02-25 00:00:00.000,1,2025-02-24 12:08:21.860,1,12.00
1892,tannex-1890,127,233,Expired,2025-02-25 00:00:00.000,NULL,NULL,2025-02-25 00:00:00.000,1,2025-02-25 00:05:19.360,3,12.00
1893,tannex-1887,127,233,Expired,2025-02-25 00:00:00.000,NULL,NULL,2025-02-25 00:00:00.000,1,2025-02-25 00:05:20.300,3,12.00
1894,tannex-1891,127,233,Expired,2025-02-25 00:00:00.000,NULL,NULL,2025-02-25 00:00:00.000,1,2025-02-25 00:05:20.420,3,12.00
1895,tannex-1889,127,233,Expired,2025-02-25 00:00:00.000,NULL,NULL,2025-02-25 00:00:00.000,1,2025-02-25 00:05:20.717,3,12.00
1896,hv-plan1-181,115,160,Expired,2025-02-25 00:00:00.000,NULL,NULL,2025-03-03 00:00:00.000,1,2025-02-25 00:05:21.600,3,0.00
1897,tannex-1888,127,233,Expired,2025-02-25 00:00:00.000,NULL,NULL,2025-02-25 00:00:00.000,1,2025-02-25 00:05:21.797,3,12.00
1898,testannex--1898,94,163,Expired,2025-02-25 00:00:00.000,NULL,NULL,2025-04-24 00:00:00.000,0,2025-02-25 02:39:22.843,1,0.00
1899,testannex--1899,94,171,Expired,2025-02-25 00:00:00.000,NULL,NULL,2025-04-24 00:00:00.000,0,2025-02-25 02:39:22.900,1,0.00
1900,testannex--1900,94,168,Expired,2025-02-25 00:00:00.000,NULL,NULL,2025-04-24 00:00:00.000,0,2025-02-25 02:39:22.840,1,0.00
1901,testannex--1901,94,172,Expired,2025-02-25 00:00:00.000,NULL,NULL,2025-04-24 00:00:00.000,0,2025-02-25 02:39:22.843,1,0.00
1902,testannex--1902,94,168,Expired,2025-02-25 00:00:00.000,NULL,NULL,2025-04-24 00:00:00.000,0,2025-02-25 02:39:22.877,1,0.00
1903,testannex--1903,94,163,Expired,2025-02-25 00:00:00.000,NULL,NULL,2025-04-24 00:00:00.000,0,2025-02-25 02:39:22.840,1,0.00
1904,testannex--1904,94,208,Expired,2025-02-25 00:00:00.000,NULL,NULL,2025-04-24 00:00:00.000,0,2025-02-25 02:39:22.903,1,0.00
1905,testannex--1905,94,208,Expired,2025-02-25 00:00:00.000,NULL,NULL,2025-04-24 00:00:00.000,0,2025-02-25 02:39:22.857,1,0.00
1906,testannex--1906,94,172,Expired,2025-02-25 00:00:00.000,NULL,NULL,2025-04-24 00:00:00.000,0,2025-02-25 02:39:22.877,1,0.00
1907,testannex--1907,94,171,Expired,2025-02-25 00:00:00.000,2025-02-26 06:11:51.497,NULL,2025-06-24 00:00:00.000,0,2025-02-25 02:39:22.837,1,0.00
1908,tannex-part-2-1908,132,237,Expired,2025-02-25 00:00:00.000,NULL,NULL,2025-02-25 00:00:00.000,1,2025-02-25 02:47:30.513,3,12.00
1909,tannex-part-2-1909,132,237,Expired,2025-02-25 00:00:00.000,NULL,NULL,2025-02-25 00:00:00.000,1,2025-02-25 02:47:30.510,3,12.00
1910,tannex-part-2-1910,132,237,Expired,2025-02-25 00:00:00.000,NULL,NULL,2025-02-25 00:00:00.000,1,2025-02-25 02:47:30.510,3,12.00
1911,tannex-part-2-1911,132,237,Expired,2025-02-25 00:00:00.000,NULL,NULL,2025-02-25 00:00:00.000,1,2025-02-25 02:47:30.510,3,12.00
1912,tannex-part-2-1912,132,237,Expired,2025-02-25 00:00:00.000,NULL,NULL,2025-02-25 00:00:00.000,1,2025-02-25 02:47:30.517,3,12.00
1913,plan-1000-1913,106,238,Expired,2025-02-25 00:00:00.000,NULL,NULL,2025-02-28 00:00:00.000,1,2025-02-25 03:08:56.127,1,50.00
1914,plan-1000-1914,106,240,Expired,2025-02-25 00:00:00.000,2025-02-26 00:00:00.000,NULL,2025-02-28 00:00:00.000,1,2025-02-25 03:13:11.777,1,50.00
1915,plan-1000-1914,106,240,Expired,2025-02-25 00:00:00.000,NULL,NULL,2025-02-26 00:00:00.000,1,2025-02-25 06:10:25.643,1,0.00
1916,testannex--1907,94,171,Expired,2025-02-25 00:00:00.000,NULL,NULL,2025-04-24 00:00:00.000,0,2025-02-25 06:13:55.567,1,0.00
1917,cb-group-check-2,6,1,Cancelled,2025-02-25 00:00:00.000,2025-04-25 00:00:00.000,NULL,2025-10-24 00:00:00.000,1,2025-02-25 06:43:57.543,1,100.00
1918,amit-comp-5-1918,70,133,Active,2025-02-25 00:00:00.000,NULL,2025-06-25 00:00:00.000,2025-10-24 00:00:00.000,0,2025-02-25 06:52:52.597,1,0.00
1919,amit-comp-5-1919,70,195,Active,2025-02-25 00:00:00.000,NULL,2025-06-25 00:00:00.000,2025-10-24 00:00:00.000,0,2025-02-25 06:52:52.597,1,0.00
1920,amit-comp-5-1920,70,133,Active,2025-02-25 00:00:00.000,NULL,2025-06-25 00:00:00.000,2025-10-24 00:00:00.000,0,2025-02-25 06:55:56.733,1,0.00
1921,amit-comp-5-1921,70,195,Active,2025-02-25 00:00:00.000,NULL,2025-06-25 00:00:00.000,2025-10-24 00:00:00.000,0,2025-02-25 06:55:56.737,1,0.00
1922,amit-comp-5-1922,70,195,Active,2025-02-25 00:00:00.000,NULL,2025-06-25 00:00:00.000,2025-10-24 00:00:00.000,0,2025-02-25 06:56:27.033,1,0.00
1923,amit-comp-5-1923,70,133,Active,2025-02-25 00:00:00.000,NULL,2025-06-25 00:00:00.000,2025-10-24 00:00:00.000,0,2025-02-25 06:56:26.980,1,0.00
1924,amit-comp-5-1924,70,195,Active,2025-02-25 00:00:00.000,NULL,2025-06-25 00:00:00.000,2025-10-24 00:00:00.000,0,2025-02-25 06:56:26.953,1,0.00
1925,amit-comp-5-1925,70,133,Active,2025-02-25 00:00:00.000,NULL,2025-06-25 00:00:00.000,2025-10-24 00:00:00.000,0,2025-02-25 06:56:27.303,1,0.00
1926,amit-comp-5-1926,70,160,Active,2025-02-25 00:00:00.000,NULL,2025-06-25 00:00:00.000,2025-10-24 00:00:00.000,0,2025-02-25 07:03:10.550,1,0.00
1927,amit-comp-5-1927,70,160,Active,2025-02-25 00:00:00.000,NULL,2025-06-25 00:00:00.000,2025-10-24 00:00:00.000,0,2025-02-25 07:03:10.553,1,0.00
1928,amit-comp-5-1928,70,142,Active,2025-02-25 00:00:00.000,NULL,2025-06-25 00:00:00.000,2025-10-24 00:00:00.000,0,2025-02-25 07:03:10.567,1,0.00
1929,amit-comp-5-1929,70,142,Active,2025-02-25 00:00:00.000,NULL,2025-06-25 00:00:00.000,2025-10-24 00:00:00.000,0,2025-02-25 07:03:10.683,1,0.00
1930,amit-comp-5-1930,70,195,Active,2025-02-25 00:00:00.000,NULL,2025-06-25 00:00:00.000,2025-10-24 00:00:00.000,0,2025-02-25 07:09:53.800,1,0.00
1931,amit-comp-5-1931,70,133,Active,2025-02-25 00:00:00.000,NULL,2025-06-25 00:00:00.000,2025-10-24 00:00:00.000,0,2025-02-25 07:09:53.807,1,0.00
1932,datta-copies-2-1932,126,132,Expired,2025-02-25 00:00:00.000,NULL,NULL,2025-04-24 00:00:00.000,0,2025-02-25 07:10:31.197,1,0.00
